4.311973086599857652e+02 3.986343478673585849e+01 -2.595342006823891623e+01 -3.489763310937864293e+00 -1.031967466966297309e+01 -1.317403632423181215e+01 -2.350248959169823681e+00 3.811284463816045243e+00 4.348003537504194327e+00 -1.133224404726185658e-01 -3.809028774037593323e-01 8.249756952543606248e-02 1.007493687808256322e+00 -4.263313377490051126e-01 4.393826522023118186e-01 -1.876999051419346309e-01 1.994556438480915572e-02 1.452597493691733799e-01
3.986343478673585849e+01 1.769033040930476659e+02 -6.449408705077879667e+00 -7.069441826086265479e+00 -4.984224452925303694e+00 2.594582675257050663e+00 -9.406331407429848745e-01 5.997764233977602721e+00 1.041749324453713044e+00 1.235434534219472802e+00 1.571094273605313729e+00 1.183620098122666553e+00 1.474029723104224587e-01 1.320023441256901464e-01 1.873698365926344811e-01 5.818002406094491263e-02 1.272067121410192236e-01 -1.840026198466569729e-02
-2.595342006823891623e+01 -6.449408705077879667e+00 7.051277647863149411e+01 -4.612995554722977509e+00 4.600797835556076798e+00 5.536569675778610033e+00 1.967175046566660146e-01 -8.849446921521644249e-01 2.298609489923410520e-01 2.815232625534054844e-01 -1.298001788038801452e-01 -1.390761258371583098e-01 2.453856990950939454e-01 3.649749175299585053e-03 -7.440538441543116666e-02 -2.247021952964979932e-02 -1.242056965993505874e-01 -3.753665398930258051e-02
-3.489763310937864293e+00 -7.069441826086265479e+00 -4.612995554722977509e+00 1.757859567930197287e+01 2.931575011409369491e+00 -1.085959035589713961e+00 -1.440232172260875965e+00 -1.082534461688050564e+00 -7.429734115231663161e-01 2.891230388186178946e-01 -1.103707036231317967e-01 4.244439898128991168e-02 8.319234696186557365e-02 -4.497271447742456560e-03 3.626664042452344520e-03 4.319784383595035721e-02 -4.251394415494419432e-02 2.180144637093867077e-02
-1.031967466966297309e+01 -4.984224452925303694e+00 4.600797835556076798e+00 2.931575011409369491e+00 1.489103898445338103e+01 7.033545923697329671e-01 8.994931608424127090e-01 -5.768306890769299144e-01 -1.151796447056520512e+00 4.706952899766773252e-02 -2.873815672372377339e-01 -1.253522668330500356e-01 9.812558556878374361e-02 -5.935713436584569985e-02 -6.492998626950566288e-02 2.714512908300615104e-02 -4.423083719928721375e-02 -9.846239561022752246e-03
-1.317403632423181215e+01 2.594582675257050663e+00 5.536569675778610033e+00 -1.085959035589713961e+00 7.033545923697329671e-01 7.814728350106451948e+00 2.975592743935198681e-01 -6.762500234449417627e-03 2.287941658519347943e-01 3.297792241991385764e-01 -6.064392808403477192e-02 9.925509947701084690e-02 2.745120761226349168e-02 7.193920375866251493e-02 -4.802641265237928003e-02 -1.717326010121195123e-02 -2.295130681644518347e-02 -3.758424063323543250e-03
-2.350248959169823681e+00 -9.406331407429848745e-01 1.967175046566660146e-01 -1.440232172260875965e+00 8.994931608424127090e-01 2.975592743935198681e-01 3.105728049533876156e+00 -9.185029561026424039e-02 -1.115655861821565897e-01 -3.213844043752473456e-01 -2.807193586204547592e-02 -6.429602556971324157e-02 -8.838295571562765351e-02 -2.108661450705194562e-02 9.991153186478250389e-03 3.912060828092080167e-02 1.619723405474688890e-02 -8.248569010685130598e-03
3.811284463816045243e+00 5.997764233977602721e+00 -8.849446921521644249e-01 -1.082534461688050564e+00 -5.768306890769299144e-01 -6.762500234449417627e-03 -9.185029561026424039e-02 1.125772333432826011e+00 4.565149230769125627e-02 -4.253485180725526810e-02 1.320008124643802516e-01 8.749128028510519406e-02 -7.668198833744374956e-03 -1.887861683892179746e-02 1.484945837740036557e-02 -1.641603373636610743e-03 4.462829124983994263e-03 4.422620868232205252e-03
4.348003537504194327e+00 1.041749324453713044e+00 2.298609489923410520e-01 -7.429734115231663161e-01 -1.151796447056520512e+00 2.287941658519347943e-01 -1.115655861821565897e-01 4.565149230769125627e-02 8.104755573301239968e-01 4.934176473539074459e-02 -6.474480832301675315e-02 3.275111700018374511e-02 1.793714771410380091e-02 2.044799000091486116e-02 3.431135574589912196e-03 -3.883451496122658150e-03 1.127946111799175977e-02 5.943491013940199220e-03
-1.133224404726185658e-01 1.235434534219472802e+00 2.815232625534054844e-01 2.891230388186178946e-01 4.706952899766773252e-02 3.297792241991385764e-01 -3.213844043752473456e-01 -4.253485180725526810e-02 4.934176473539074459e-02 3.578733069811575462e-01 1.486848417887714005e-02 8.452774888970908526e-04 2.954849886426317435e-02 1.601096640806281765e-02 -5.893660747061301060e-03 -1.029331122530820382e-02 -2.935631083887529913e-03 3.518738642947682061e-03
